대분류코드,중분류코드,소분류코드,직무코드,직무명,직무역량코드,직무역량수준(능력단위수준 이면서 세분류의 자식),직무역량명,수준(직급수준),직급명
15,4,1,3,기계품질평가,2,5,기계품질 평가방법 관리,5,기계품질평가 관리자
15,4,1,3,기계품질평가,7,5,기계 품질경영시스템 인증,5,기계품질평가 관리자
15,4,1,3,기계품질평가,10,5,기계품질 데이터분석,5,기계품질평가 관리자
15,4,1,3,기계품질평가,6,4,기계품질 제품인증,4,기계품질평가 실무자
15,4,1,3,기계품질평가,9,4,기계공정 신뢰성 평가,4,기계품질평가 실무자
15,4,1,3,기계품질평가,11,4,기계품질 제품특성 평가,4,기계품질평가 실무자
15,5,1,1,운반하역기계설치·정비,5,4,운반하역기계 설치검사·시운전,4,과장
15,5,1,1,운반하역기계설치·정비,6,4,운반하역기계 정비계획 수립,4,과장
15,5,1,1,운반하역기계설치·정비,10,4,운반하역기계 유공압장치 정비,4,과장
15,5,1,1,운반하역기계설치·정비,7,3,운반하역기계 구조물 정비,3,대리
15,5,1,1,운반하역기계설치·정비,8,3,운반하역기계 구동장치 정비,3,대리
15,5,1,1,운반하역기계설치·정비,9,3,운반하역기계 작업장치 정비,3,대리
15,5,1,1,운반하역기계설치·정비,11,3,운반하역기계 안전·보건 환경관리,3,대리
15,5,1,1,운반하역기계설치·정비,2,2,운반하역기계 구조물 설치,2,사원
15,5,1,1,운반하역기계설치·정비,3,2,운반하역기계설치,2,사원
15,5,1,1,운반하역기계설치·정비,1,5,운반하역기계 설치계획 수립,5,팀장
15,5,1,2,건설광산기계설치·정비,6,4,건설광산기계 계량장치 정비,4,과장
15,5,1,2,건설광산기계설치·정비,8,4,건설광산기계 전기전자제어장치 정비,4,과장
15,5,1,2,건설광산기계설치·정비,9,4,건설광산기계 유공압장치 정비,4,과장
15,5,1,2,건설광산기계설치·정비,11,4,건설광산기계 안전관리,4,과장
15,5,1,2,건설광산기계설치·정비,2,3,건설광산기계 설치,3,대리
15,5,1,2,건설광산기계설치·정비,4,3,건설광산기계 예방 정비,3,대리
15,5,1,2,건설광산기계설치·정비,7,3,건설광산기계 혼합장치 정비,3,대리
15,5,1,2,건설광산기계설치·정비,10,3,건설광산기계 쇄석장치 정비,3,대리
15,5,1,2,건설광산기계설치·정비,5,2,건설광산기계 공급이송장치 정비,2,사원
15,5,1,2,건설광산기계설치·정비,1,5,건설광산기계 설치계획 수립,5,팀장
15,5,1,2,건설광산기계설치·정비,3,5,건설광산기계 시운전,5,팀장
15,5,1,3,섬유기계설치·정비,1,5,섬유기계 설치계획 수립,5,고급기술자
15,5,1,3,섬유기계설치·정비,5,4,"섬유기계 설치검사, 시운전",4,중급기술자
15,5,1,3,섬유기계설치·정비,6,4,섬유기계 정비표준 작성,4,중급기술자
15,5,1,3,섬유기계설치·정비,8,4,섬유기계 점검,4,중급기술자
15,5,1,3,섬유기계설치·정비,10,4,섬유기계 정비상태 확인,4,중급기술자
15,5,1,3,섬유기계설치·정비,2,3,섬유기계 설치준비,3,초급기술자
15,5,1,3,섬유기계설치·정비,3,3,"섬유기계 설치, 조립",3,초급기술자
15,5,1,3,섬유기계설치·정비,4,3,"유틸리티 설치, 점검",3,초급기술자
15,5,1,3,섬유기계설치·정비,7,3,"섬유기계 점검, 정비 준비",3,초급기술자
15,5,1,3,섬유기계설치·정비,11,3,섬유기계 동력장치 정비,3,초급기술자
15,5,1,3,섬유기계설치·정비,12,3,섬유기계 정비내역서 작성,3,초급기술자
15,5,1,4,공작기계설치·정비,7,5,공작기계 보전관리,5,공작기계 정비관리자
15,5,1,4,공작기계설치·정비,2,4,공작기계 사전검수,4,공작기계 정비기술자
15,5,1,4,공작기계설치·정비,4,4,공작기계 운반,4,공작기계 정비기술자
15,5,1,4,공작기계설치·정비,6,4,공작기계 시운전,4,공작기계 정비기술자
15,5,1,4,공작기계설치·정비,9,4,공작기계 안전관리,4,공작기계 정비기술자
15,5,1,4,공작기계설치·정비,1,3,공작기계 설치정비 준비,3,공작기계 정비실무자
15,5,1,4,공작기계설치·정비,5,3,공작기계 설치,3,공작기계 정비실무자
15,5,1,4,공작기계설치·정비,8,3,공작기계 수리,3,공작기계 정비실무자
15,5,1,4,공작기계설치·정비,3,6,공작기계 설치계획 수립,6,공작기계 정비책임자
15,5,1,5,고무프라스틱기계설치·정비,8,4,고무프라스틱기계 유공압장치 수리,4,설치정비 관리자
15,5,1,5,고무프라스틱기계설치·정비,9,4,고무프라스틱기계 전기제어장치 수리,4,설치정비 관리자
15,5,1,5,고무프라스틱기계설치·정비,11,4,고무프라스틱기계 환경안전관리,4,설치정비 관리자
15,5,1,5,고무프라스틱기계설치·정비,1,2,고무프라스틱 성형방법 파악,2,설치정비 담당자
15,5,1,5,고무프라스틱기계설치·정비,2,2,고무프라스틱 기계구조 파악,2,설치정비 담당자
15,5,1,5,고무프라스틱기계설치·정비,4,2,고무프라스틱 기계장치 점검,2,설치정비 담당자
15,5,1,5,고무프라스틱기계설치·정비,5,3,고무프라스틱기계 유공압장치 점검,3,설치정비 실무자
15,5,1,5,고무프라스틱기계설치·정비,6,3,고무프라스틱기계 전기제어장치 점검,3,설치정비 실무자
15,5,1,5,고무프라스틱기계설치·정비,7,3,고무프라스틱 기계장치 수리,3,설치정비 실무자
15,5,1,5,고무프라스틱기계설치·정비,3,5,고무프라스틱기계 장치 설치,5,설치정비 책임자
15,5,1,5,고무프라스틱기계설치·정비,10,5,고무프라스틱기계 유지보수,5,설치정비 책임자
15,5,1,6,농업용기계설치·정비,2,5,농업용기계 설치계획수립,5,농기계 설치 관리자
15,5,1,6,농업용기계설치·정비,3,4,농업용기계 설치,4,농기계 설치전문가
15,5,1,6,농업용기계설치·정비,5,5,농업용기계 수리계획수립,5,농기계 정비 관리자
15,5,1,6,농업용기계설치·정비,1,3,농업용기계 설치정비 준비,3,농기계 정비 실무자
15,5,1,6,농업용기계설치·정비,6,3,농업용기계 부품관리,3,농기계 정비 실무자
15,5,1,6,농업용기계설치·정비,10,3,농업용기계 안전관리,3,농기계 정비 실무자
15,5,1,6,농업용기계설치·정비,11,3,농업용기계 운반,3,농기계 정비 실무자
15,5,1,6,농업용기계설치·정비,12,3,농업용기계 예방정비,3,농기계 정비 실무자
15,5,1,6,농업용기계설치·정비,13,3,농업용기계정비준비,3,농기계 정비 실무자
15,5,1,6,농업용기계설치·정비,15,3,농업용기계 동력장치정비,3,농기계 정비 실무자
15,5,1,6,농업용기계설치·정비,16,3,농업용기계 작업기정비,3,농기계 정비 실무자
15,5,1,6,농업용기계설치·정비,4,4,농업용기계 고장진단,4,농기계 정비전문가
15,5,1,6,농업용기계설치·정비,8,4,농업용기계 성능확인점검,4,농기계 정비전문가
15,5,1,6,농업용기계설치·정비,9,4,농업용기계 수리정비보고서 작성,4,농기계 정비전문가
15,5,1,7,승강기설치·정비,3,3,엘리베이터 전기 설치,3,승강기 기사
15,5,1,7,승강기설치·정비,4,3,에스컬레이터 설치,3,승강기 기사
15,5,1,7,승강기설치·정비,6,3,엘리베이터 점검,3,승강기 기사
15,5,1,7,승강기설치·정비,7,3,에스컬레이터 점검,3,승강기 기사
15,5,1,7,승강기설치·정비,9,3,엘리베이터 부품 교체,3,승강기 기사
15,5,1,7,승강기설치·정비,10,3,에스컬레이터 부품 교체,3,승강기 기사
15,5,1,7,승강기설치·정비,11,3,엘리베이터 기계 설치,3,승강기 기사
15,5,1,7,승강기설치·정비,12,3,엘리베이터 부품 설치,3,승강기 기사
15,5,1,7,승강기설치·정비,13,3,승강기 설치검사 수검,3,승강기 기사
15,5,1,7,승강기설치·정비,14,3,승강기 안전검사 수검,3,승강기 기사
15,5,1,7,승강기설치·정비,15,3,승강기 기계설비 고장처리,3,승강기 기사
15,5,1,7,승강기설치·정비,16,3,승강기 제어설비 고장처리,3,승강기 기사
15,5,1,7,승강기설치·정비,17,3,승강기 안전관리,3,승강기 기사
15,5,1,7,승강기설치·정비,1,4,승강기 설치계획 수립,4,승강기프로젝트매니저
15,5,2,1,냉동공조설계,12,3,냉난방 부하(負荷)계산,3,3수준 설계실무자
15,5,2,1,냉동공조설계,13,3,냉동냉장 부하(負荷)계산,3,3수준 설계실무자
15,5,2,1,냉동공조설계,14,3,공조프로세스 분석,3,3수준 설계실무자
15,5,2,1,냉동공조설계,15,3,냉동사이클 분석,3,3수준 설계실무자
15,5,2,1,냉동공조설계,16,3,공조급배수설비 설계도면 작성,3,3수준 설계초급자
15,5,2,1,냉동공조설계,17,3,냉동냉장 설비 설계도면 작성,3,3수준 설계초급자
15,5,2,1,냉동공조설계,18,3,자동제어 설계도면 작성,3,3수준 설계초급자
15,5,2,1,냉동공조설계,19,3,매뉴얼시방서작성,3,3수준 설계초급자
15,5,2,1,냉동공조설계,10,4,원가산출,4,4수준 설계실무자
15,5,2,1,냉동공조설계,11,4,원가관리,4,4수준 설계실무자
15,5,2,1,냉동공조설계,8,5,장비용량 계산,5,5수준 설계책임자
15,5,2,1,냉동공조설계,9,5,부속기기선정,5,5수준 설계책임자
15,5,2,1,냉동공조설계,3,6,기본설계,6,6수준 설계책임자
15,5,2,1,냉동공조설계,2,7,기본계획수립,7,7수준 설계책임자
15,5,2,1,냉동공조설계,1,8,설계검증,8,설계관리자
15,5,2,2,냉동공조설치,1,7,설치계획수립,7,설치관리자
15,5,2,2,냉동공조설치,2,6,설계도서검토,6,설치관리자
15,5,2,2,냉동공조설치,10,4,냉동설비시운전,4,설치실무자
15,5,2,2,냉동공조설치,11,4,보일러설비시운전,4,설치실무자
15,5,2,2,냉동공조설치,12,4,공조설비 시운전,4,설치실무자
15,5,2,2,냉동공조설치,13,4,급배수설비 시운전,4,설치실무자
15,5,2,2,냉동공조설치,14,4,TAB,4,설치실무자
15,5,2,2,냉동공조설치,15,4,설치검사,4,설치실무자
15,5,2,2,냉동공조설치,16,4,설치안전 관리,4,설치실무자
15,5,2,2,냉동공조설치,3,5,설비인계인수,5,설치책임자
15,5,2,2,냉동공조설치,4,5,공사관리,5,설치책임자
15,5,2,2,냉동공조설치,17,3,설비적산,3,설치초급자
15,5,2,2,냉동공조설치,18,3,공조제어설비 설치,3,설치초급자
15,5,2,2,냉동공조설치,19,3,냉동제어설비 설치,3,설치초급자
15,5,2,2,냉동공조설치,20,3,보일러제어설비 설치,3,설치초급자
15,5,2,2,냉동공조설치,21,3,급배수·에너지제어설비 설치,3,설치초급자
15,5,2,2,냉동공조설치,22,2,냉동장치 제작,2,설치초급자
15,5,2,2,냉동공조설치,23,2,냉동설비 설치,2,설치초급자
15,5,2,2,냉동공조설치,24,2,보일러설비설치,2,설치초급자
15,5,2,2,냉동공조설치,25,2,공조장치 제작설치,2,설치초급자
15,5,2,2,냉동공조설치,26,2,공조배관 설치,2,설치초급자
15,5,2,2,냉동공조설치,27,2,덕트설비 설치,2,설치초급자
15,5,2,2,냉동공조설치,28,2,클린룸설비 설치,2,설치초급자
15,5,2,2,냉동공조설치,29,2,급배수설비설치,2,설치초급자
15,5,2,2,냉동공조설치,30,2,가스설비 설치,2,설치초급자
15,5,2,3,냉동공조유지보수관리,1,7,유지보수계획,7,유지보수관리 관리자
15,5,2,3,냉동공조유지보수관리,15,4,중앙시스템 제어관리,4,유지보수관리 실무자
15,5,2,3,냉동공조유지보수관리,16,4,제어밸브 점검관리,4,유지보수관리 실무자
15,5,2,3,냉동공조유지보수관리,17,4,운영 안전관리,4,유지보수관리 실무자
15,5,2,3,냉동공조유지보수관리,18,4,유지보수 공사 안전관리,4,유지보수관리 실무자
15,5,2,3,냉동공조유지보수관리,19,3,공조설비 운영관리,3,유지보수관리 실무자
15,5,2,3,냉동공조유지보수관리,20,3,공조설비 점검관리,3,유지보수관리 실무자
15,5,2,3,냉동공조유지보수관리,21,3,냉동설비 운영,3,유지보수관리 실무자
15,5,2,3,냉동공조유지보수관리,22,3,보일러 설비운영,3,유지보수관리 실무자
15,5,2,3,냉동공조유지보수관리,23,3,기타설비 운영,3,유지보수관리 실무자
15,5,2,3,냉동공조유지보수관리,2,6,에너지관리,6,유지보수관리 책임자
15,5,2,3,냉동공조유지보수관리,9,5,유지보수공사 및 검사계획수립,5,유지보수관리 책임자
15,5,2,3,냉동공조유지보수관리,10,5,보일러설비 유지보수공사,5,유지보수관리 책임자
15,5,2,3,냉동공조유지보수관리,11,5,냉동설비 유지보수공사,5,유지보수관리 책임자
15,5,2,3,냉동공조유지보수관리,12,5,공조설비 유지보수 공사,5,유지보수관리 책임자
15,5,2,3,냉동공조유지보수관리,13,5,배관설비 유지보수공사,5,유지보수관리 책임자
15,5,2,3,냉동공조유지보수관리,14,5,덕트설비 유지보수공사,5,유지보수관리 책임자
15,5,2,3,냉동공조유지보수관리,8,2,자재관리,2,유지보수관리 초급자
15,5,2,4,보일러설치·정비,5,3,보일러 연소설비 설치,3,설치·정비 실무자
15,5,2,4,보일러설치·정비,6,3,보일러 제어설비 설치,3,설치·정비 실무자
15,5,2,4,보일러설치·정비,7,3,보일러 부속설비 설치,3,설치·정비 실무자
15,5,2,4,보일러설치·정비,8,3,보일러 부대설비 설치,3,설치·정비 실무자
15,5,2,4,보일러설치·정비,9,2,보일러 배관설비 설치,2,설치·정비 실무자
15,5,2,4,보일러설치·정비,10,3,보일러 안전장치 정비,3,설치·정비 실무자
15,5,2,4,보일러설치·정비,12,3,수관식 보일러 설치,3,설치·정비 실무자
15,5,2,4,보일러설치·정비,13,3,원통형 보일러 설치,3,설치·정비 실무자
15,5,2,4,보일러설치·정비,14,3,관류 보일러 설치,3,설치·정비 실무자
15,5,2,4,보일러설치·정비,15,3,특수 보일러 설치,3,설치·정비 실무자
15,5,2,4,보일러설치·정비,16,2,가정용 보일러 설치,2,설치·정비 실무자
15,5,2,4,보일러설치·정비,18,3,수관식 보일러 정비,3,설치·정비 실무자
15,5,2,4,보일러설치·정비,19,3,원통형 보일러 정비,3,설치·정비 실무자
15,5,2,4,보일러설치·정비,20,3,관류 보일러 정비,3,설치·정비 실무자
15,5,2,4,보일러설치·정비,21,3,특수 보일러 정비,3,설치·정비 실무자
15,5,2,4,보일러설치·정비,22,2,가정용 보일러 정비,2,설치·정비 실무자
15,5,2,4,보일러설치·정비,23,3,보일러 부속설비 정비,3,설치·정비 실무자
15,5,2,4,보일러설치·정비,24,3,보일러 부대설비 정비,3,설치·정비 실무자
15,5,2,4,보일러설치·정비,25,2,보일러 배관설비 정비,2,설치·정비 실무자
15,5,2,4,보일러설치·정비,26,3,보일러 제어설비 정비,3,설치·정비 실무자
15,5,2,4,보일러설치·정비,3,4,보일러 설치공사 관리,4,설치·정비 책임자
15,5,2,4,보일러설치·정비,11,4,보일러 설비 시운전,4,설치·정비 책임자
15,5,2,4,보일러설치·정비,1,5,보일러 설치 계획수립,5,설치·정비 관리자
15,5,2,4,보일러설치·정비,2,4,보일러 설치 설계도서 검토,4,설치·정비 관리자
15,5,2,4,보일러설치·정비,17,5,보일러 정비계획 수립,5,설치·정비 관리자
15,5,2,5,보일러운영관리,9,4,보일러 에너지 관리,4,운영관리 관리자(L4)
15,5,2,5,보일러운영관리,1,5,보일러 운영관리 계획수립,5,운영관리 관리자(L5)
15,5,2,5,보일러운영관리,6,2,보일러 부대설비 관리,2,운영관리 실무자(L2)
15,5,2,5,보일러운영관리,7,2,보일러 부속장치 관리,2,운영관리 실무자(L2)
15,5,2,5,보일러운영관리,8,2,보일러 배관설비 관리,2,운영관리 실무자(L2)
15,5,2,5,보일러운영관리,3,3,보일러 수질 관리,3,운영관리 실무자(L3)
15,5,2,5,보일러운영관리,5,3,보일러 운전,3,운영관리 실무자(L3)
15,5,2,5,보일러운영관리,4,3,보일러 자동제어 관리,3,운영관리 책임자(L3)
15,5,2,5,보일러운영관리,11,3,보일러 안전관리,3,운영관리 책임자(L3)
15,5,2,5,보일러운영관리,2,4,보일러 연소설비 관리,4,운영관리 책임자(L4)
15,5,2,5,보일러운영관리,10,4,보일러 오염방지시설 관리,4,운영관리 책임자(L4)
15,5,3,1,오토바이정비,1,4,오토바이 엔진정비,4,1급 오토바이정비사
15,5,3,1,오토바이정비,3,4,오토바이 전기장치정비,4,1급 오토바이정비사
15,5,3,1,오토바이정비,4,4,오토바이 섀시정비,4,1급 오토바이정비사
15,5,3,1,오토바이정비,5,4,오토바이 동력전달장치정비,4,1급 오토바이정비사
15,5,3,1,오토바이정비,6,4,오토바이 안전·편의장치정비,4,1급 오토바이정비사
15,5,3,1,오토바이정비,8,4,오토바이 검사·구조변경,4,1급 오토바이정비사
15,5,3,1,오토바이정비,2,3,전기오토바이정비,3,2급 오토바이정비사
15,5,3,1,오토바이정비,7,3,오토바이 프레임정비,3,2급 오토바이정비사
15,5,3,1,오토바이정비,9,2,오토바이 정비 장비유지보수,2,3급 오토바이정비사
